trnOpDate,staCode,gateInComingCnt,gateOutGoingCnt
20220131,4440,2907,2620
20220131,4450,359,357
20220131,4460,435,605
20220131,4470,54,61
20220131,5000,4725,6791
20220131,5010,87,100
20220131,5020,63,109
20220131,5030,344,469
20220131,5040,116,168
20220131,5050,1708,2940
20220131,5060,21,34
20220131,5070,164,246
20220131,5080,7,24
20220131,5090,165,335
20220131,5100,51,97
20220131,5110,40,78
20220131,5120,523,907
20220131,5130,27,1
20220131,5160,0,2
20220131,5190,79,244
20220131,5200,12,45
20220131,5210,81,132
20220131,5220,114,237
20220131,5230,303,601
20220131,5240,2,6
20220131,6000,3335,6153
20220131,6010,6,10
20220131,6020,89,291
20220131,6030,19,34
20220131,6040,5,4
20220131,6050,280,760
20220131,6060,1,0
20220131,6070,326,1124
20220131,6080,103,296
20220131,6090,3,4
20220131,6100,4,17
20220131,6110,800,2346
20220131,6120,2,7
20220131,6130,357,1132
20220131,6140,20,58
20220131,6150,8,13
20220131,6160,275,864
20220131,6170,13,30
20220131,6180,192,468
20220131,6190,4,8
20220131,6200,7,19
20220131,6210,17,30
20220131,6220,169,355
20220131,6230,4,9
20220131,6240,172,112
20220131,6250,461,485
20220131,7000,7260,11491
20220131,7010,57,77
20220131,7020,0,3
20220131,7030,261,365
20220131,7040,24,24
20220131,7050,13,14
20220131,7060,554,580
20220131,7070,2,0
20220131,7080,3,5
20220131,7090,375,515
20220131,7100,98,107
20220131,7110,8,6
20220131,7120,228,321
20220131,7130,292,379
20220131,7140,10,24
20220131,7150,216,263
20220131,7160,3030,2932
20220131,7170,13,7
20220131,7180,42,63
20220131,7190,1999,2480
20220131,7200,49,45
20220131,7210,899,1000
20220131,7220,45,53
20220131,7230,573,640
20220131,7240,26,33
20220131,7250,80,105
20220131,7260,109,174
20220131,7270,78,106
20220131,7280,16,37
20220131,7290,293,467
20220131,7300,69,113
20220131,7310,386,681
20220131,7320,66,112
20220131,7330,13,19
20220131,7331,9,6
20220131,7332,210,209
20220131,7333,1,5
20220131,7334,6,12
20220131,7335,44,53
20220131,7336,55,53
20220131,7350,145,183
20220131,7360,1666,2003
20220131,7361,10,14
20220131,7362,48,51
20220131,7380,320,344
20220131,7390,175,216
20220201,0900,4246,3723
20220201,0910,771,696
20220201,0920,1063,938
20220201,0930,2818,2446
20220201,0940,920,863
20220201,0950,810,701
20220201,0960,3988,3703
20220201,0970,2551,2570
20220201,0980,4868,5219
20220201,0990,7071,6066
20220201,1000,31049,24764
20220201,1010,1913,2004
20220201,1020,14732,11627
20220201,1030,925,855
20220201,1040,8594,7056
20220201,1050,483,427
20220201,1060,831,791
20220201,1070,3279,3004
20220201,1080,11294,10381
20220201,1090,2816,2789
20220201,1100,9260,8661
20220201,1110,2037,1842
20220201,1120,1540,1423
20220201,1130,711,717
20220201,1140,32,30
20220201,1150,217,213
20220201,1160,1380,1305
20220201,1170,2162,2226
20220201,1180,1634,1693
20220201,1190,554,625
20220201,1191,96,93
20220201,1192,385,445
20220201,1193,175,199
20220201,1194,984,837
20220201,1201,20,19
20220201,1202,50,43
20220201,1203,219,214
20220201,1204,47,51
20220201,1205,12,25
20220201,1206,56,80
20220201,1207,13,26
20220201,1208,380,358
20220201,1210,8550,8827
20220201,1220,381,360
20220201,1230,266,238
20220201,1240,91,116
20220201,1250,3787,3666
20220201,2110,17,26
20220201,2120,62,42
20220201,2130,517,431
20220201,2140,37,10
20220201,2150,546,572
20220201,2160,29,24
20220201,2170,598,536
20220201,2180,971,883
20220201,2190,230,232
20220201,2200,3156,3101
20220201,2210,76,75
20220201,2220,849,827
20220201,2230,1941,2003
20220201,2240,290,264
20220201,2250,461,408
20220201,2260,392,204
20220201,3140,137,138
20220201,3150,381,345
20220201,3160,2498,2386
20220201,3170,33,55
20220201,3180,594,534
20220201,3190,426,410
20220201,3210,374,328
20220201,3220,1236,1276
20220201,3230,5707,5715
20220201,3240,414,427
20220201,3250,1605,1572
20220201,3260,308,317
20220201,3270,800,794
20220201,3280,1130,1162
20220201,3290,685,648
20220201,3300,16807,18974
20220201,3310,609,657
20220201,3320,1009,1075
20220201,3330,691,715
20220201,3340,4206,3655
20220201,3350,295,488
20220201,3360,10759,10683
20220201,3370,723,647
20220201,3380,549,569
20220201,3390,4619,4789
20220201,3400,168,224
20220201,3410,588,540
20220201,3420,1675,1610
20220201,3430,862,796
20220201,3431,21,20
20220201,3432,99,88
20220201,3433,2,5
20220201,3434,230,248
20220201,3435,52,86
20220201,3436,95,106
20220201,3450,627,563
20220201,3460,141,174
20220201,3470,4180,4373
20220201,3480,1601,1519
20220201,3490,96,93
20220201,4050,907,839
20220201,4060,836,898
20220201,4070,375,370
20220201,4080,7228,7716
20220201,4090,569,523
20220201,4100,133,156
20220201,4110,365,303
20220201,4120,3375,3587
20220201,4130,229,214
20220201,4140,357,342
20220201,4150,842,839
20220201,4160,71,75
20220201,4170,1605,1800
20220201,4180,374,381
20220201,4190,1027,1030
20220201,4200,1960,1723
20220201,4210,1093,1197
20220201,4220,13923,15843
20220201,4250,951,1128
20220201,4260,583,600
20220201,4270,214,217
20220201,4271,104,135
20220201,4272,1908,943
20220201,4290,528,518
20220201,4300,953,944
20220201,4310,1971,2032
20220201,4320,592,601
20220201,4330,1255,1239
20220201,4340,10123,8143
20220201,4350,618,712
20220201,4360,463,429
20220201,4370,625,624
20220201,4380,235,185
20220201,4390,399,363
20220201,4400,9472,9000
20220201,4410,428,411
20220201,4420,596,553
20220201,4430,676,610
20220201,4440,3475,3201
20220201,4450,419,392
20220201,4460,923,879
20220201,4470,61,83
20220201,5000,7256,8183
20220201,5010,101,112
20220201,5020,103,157
20220201,5030,485,499
20220201,5040,194,231
20220201,5050,2878,3401
20220201,5060,25,21
20220201,5070,281,315
20220201,5080,11,47
20220201,5090,440,428
20220201,5100,110,93
20220201,5110,51,94
20220201,5120,871,1040
20220201,5130,60,3
20220201,5160,13,8
20220201,5190,196,276
20220201,5200,37,47
20220201,5210,257,293
20220201,5220,223,277
20220201,5230,513,677
20220201,5240,10,9
20220201,6000,5360,9206
20220201,6010,1,3
20220201,6020,177,275
20220201,6030,23,23
20220201,6040,3,5
20220201,6050,567,936
20220201,6060,5,9
20220201,6070,604,1245
20220201,6080,200,335
20220201,6090,9,9
20220201,6100,16,9
20220201,6110,1302,2545
20220201,6120,12,16
20220201,6130,726,999
20220201,6140,32,48
20220201,6150,11,8
20220201,6160,467,782
20220201,6170,29,19
20220201,6180,353,531
20220201,6190,12,17
20220201,6200,26,25
20220201,6210,37,48
20220201,6220,324,398
20220201,6230,3,10
20220201,6240,144,174
20220201,6250,452,557
20220201,7000,10638,16835
20220201,7010,72,69
20220201,7020,3,5
20220201,7030,288,349
20220201,7040,16,17
20220201,7050,8,10
20220201,7060,571,609
20220201,7070,3,3
20220201,7080,0,5
20220201,7090,478,557
20220201,7100,124,110
20220201,7110,5,6
20220201,7120,343,400
20220201,7130,406,431
20220201,7140,14,20
20220201,7150,320,297
20220201,7160,4077,3488
20220201,7170,6,11
20220201,7180,70,67
20220201,7190,2852,2936
20220201,7200,59,65
20220201,7210,1359,1373
20220201,7220,64,65
20220201,7230,761,748
20220201,7240,51,73
20220201,7250,89,65
20220201,7260,203,188
20220201,7270,567,543
20220201,7280,36,29
20220201,7290,524,498
20220201,7300,116,97
20220201,7310,556,448
20220201,7320,108,82
20220201,7330,49,58
20220201,7331,2,2
20220201,7332,393,379
20220201,7333,12,8
20220201,7334,16,15
20220201,7335,276,270
20220201,7336,192,196
20220201,7350,322,319
20220201,7360,2144,1964
20220201,7361,20,39
20220201,7362,89,90
20220201,7380,313,263
20220201,7390,176,187
20220202,0900,5445,5128
20220202,0910,961,939
20220202,0920,1366,1241
20220202,0930,3325,3112
20220202,0940,1037,1048
20220202,0950,904,791
20220202,0960,4736,4512
20220202,0970,2987,2912
20220202,0980,5711,6225
20220202,0990,8307,7864
20220202,1000,35673,33498
20220202,1010,2447,2452
20220202,1020,17571,16820
20220202,1030,1252,1184
20220202,1040,9809,9449
20220202,1050,630,571
20220202,1060,1052,966
20220202,1070,4106,4010
20220202,1080,13420,13980
20220202,1090,3642,3676
20220202,1100,11488,11861
20220202,1110,2348,2306
20220202,1120,1948,1906
20220202,1130,960,959
20220202,1140,46,57
20220202,1150,272,292
20220202,1160,1882,1748
20220202,1170,2835,2928
20220202,1180,2140,2137
20220202,1190,779,878
20220202,1191,151,131
20220202,1192,561,652
20220202,1193,317,293
20220202,1194,1562,1172
20220202,1201,30,27
20220202,1202,59,74
20220202,1203,251,244
20220202,1204,59,46
20220202,1205,33,37
20220202,1206,77,79
20220202,1207,12,20
20220202,1208,403,384
20220202,1210,11032,11721
20220202,1220,486,451
20220202,1230,291,286
20220202,1240,112,143
20220202,1250,5045,5184
20220202,2110,19,24
20220202,2120,57,67
20220202,2130,622,514
20220202,2140,11,16
20220202,2150,533,554
20220202,2160,49,36
20220202,2170,790,697
20220202,2180,1319,1182
20220202,2190,315,294
20220202,2200,3821,3878
20220202,2210,115,105
20220202,2220,1186,1074
20220202,2230,2597,2698
20220202,2240,343,311
20220202,2250,720,521
20220202,2260,548,294
20220202,3140,196,221
20220202,3150,641,569
20220202,3160,3257,3142
20220202,3170,60,68
20220202,3180,873,776
20220202,3190,589,532
20220202,3210,658,661
20220202,3220,2254,2199
20220202,3230,8245,8267
20220202,3240,692,606
20220202,3250,2236,2097
20220202,3260,395,341
20220202,3270,1325,1224
20220202,3280,1660,1554
20220202,3290,1059,1007
20220202,3300,24058,25772
20220202,3310,868,904
20220202,3320,1529,1483
20220202,3330,1054,1050
20220202,3340,6161,5668
20220202,3350,420,821
20220202,3360,14476,14591
20220202,3370,947,963
20220202,3380,833,728
20220202,3390,6710,6264
20220202,3400,279,327
20220202,3410,762,703
20220202,3420,2256,2157
20220202,3430,1024,974
20220202,3431,25,23
20220202,3432,147,126
20220202,3433,7,13
20220202,3434,448,409
20220202,3435,117,95
20220202,3436,157,206
20220202,3450,750,638
20220202,3460,138,157
20220202,3470,5466,5294
20220202,3480,2046,1823
20220202,3490,139,147
20220202,4050,1147,1107
20220202,4060,1092,1034
20220202,4070,448,479
20220202,4080,9462,9299
20220202,4090,596,516
20220202,4100,159,155
20220202,4110,428,404
20220202,4120,4619,4604
20220202,4130,245,249
20220202,4140,461,445
20220202,4150,1041,977
20220202,4160,120,124
20220202,4170,2008,2119
20220202,4180,428,450
20220202,4190,1269,1225
20220202,4200,2298,2267
20220202,4210,1498,1440
20220202,4220,18074,19766
20220202,4250,1318,1493
20220202,4260,690,726
20220202,4270,229,254
20220202,4271,142,135
20220202,4272,2130,1628
20220202,4290,639,611
20220202,4300,1134,1164
20220202,4310,2535,2419
20220202,4320,675,748
20220202,4330,1590,1536
20220202,4340,11070,10719
20220202,4350,678,727
20220202,4360,474,491
20220202,4370,746,774
20220202,4380,251,236
20220202,4390,333,343
20220202,4400,10922,11072
20220202,4410,503,455
20220202,4420,761,684
20220202,4430,750,742
20220202,4440,4287,3900
20220202,4450,473,506
20220202,4460,880,891
20220202,4470,46,62
20220202,5000,8965,9018
20220202,5010,157,154
20220202,5020,163,155
20220202,5030,542,557
20220202,5040,266,259
20220202,5050,3592,3479
20220202,5060,34,43
20220202,5070,405,389
20220202,5080,24,27
20220202,5090,441,467
20220202,5100,120,107
20220202,5110,64,67
20220202,5120,1391,1336
20220202,5130,1,0
20220202,5140,1,4
20220202,5160,7,12
20220202,5190,237,296
20220202,5200,19,46
20220202,5210,284,311
20220202,5220,278,286
20220202,5230,712,767
20220202,5240,8,2
20220202,6000,7780,9004
20220202,6010,5,6
20220202,6020,361,289
20220202,6030,46,28
20220202,6040,11,9
20220202,6050,740,819
20220202,6060,6,2
20220202,6070,831,1162
20220202,6080,287,303
20220202,6090,3,3
20220202,6100,9,5
20220202,6110,2095,2295
20220202,6120,3,11
20220202,6130,932,989
20220202,6140,77,49
20220202,6150,2,9
20220202,6160,818,728
20220202,6170,44,46
20220202,6180,552,590
20220202,6190,17,15
20220202,6200,66,48
20220202,6210,57,53
20220202,6220,402,399
20220202,6230,3,2
20220202,6240,134,169
20220202,6250,621,649
20220202,7000,14735,17428
20220202,7010,92,102
20220202,7020,11,17
20220202,7030,492,493
20220202,7040,23,18
20220202,7050,17,17
20220202,7060,600,556
20220202,7070,7,2
20220202,7080,8,4
20220202,7090,637,624
20220202,7100,114,114
20220202,7110,8,7
20220202,7120,378,425
20220202,7130,555,519
20220202,7140,21,26
20220202,7150,378,381
20220202,7160,5338,4806
20220202,7170,12,13
20220202,7180,115,102
20220202,7190,3992,4028
20220202,7200,68,73
20220202,7210,1571,1665
20220202,7220,52,77
20220202,7230,913,890
20220202,7240,63,62
20220202,7250,93,72
20220202,7260,198,231
20220202,7270,321,317
20220202,7280,29,38
20220202,7290,531,504
20220202,7300,114,131
20220202,7310,691,630
20220202,7320,114,102
20220202,7330,50,56
20220202,7331,8,8
20220202,7332,402,379
20220202,7333,6,5
20220202,7334,24,17
20220202,7335,244,251
20220202,7336,167,174
20220202,7350,230,259
20220202,7360,2590,2460
20220202,7361,56,43
20220202,7362,87,113
20220202,7380,390,387
20220202,7390,210,254
20220203,0900,4482,4088
20220203,0910,727,728
20220203,0920,1154,1184
20220203,0930,2861,2921
20220203,0940,956,916
20220203,0950,876,779
20220203,0960,4279,4512
20220203,0970,2670,2807
20220203,0980,5719,5838
20220203,0990,6628,8155
20220203,1000,29521,36774
20220203,1010,1900,1948
20220203,1020,14001,17431
20220203,1030,995,1034
20220203,1040,7785,9517
20220203,1050,516,536
20220203,1060,807,812
20220203,1070,3387,3374
20220203,1080,11401,13245
20220203,1090,2915,2921
20220203,1100,9786,10359
20220203,1110,1993,1952
20220203,1120,1642,1614
20220203,1130,770,777
20220203,1140,26,34
20220203,1150,191,210
20220203,1160,1582,1464
20220203,1170,2327,2468
20220203,1180,1974,2044
20220203,1190,612,728
20220203,1191,99,100
20220203,1192,459,706
20220203,1193,232,272
20220203,1194,1586,1079
20220203,1201,7,27
20220203,1202,48,49
20220203,1203,211,202
20220203,1204,34,38
20220203,1205,9,14
20220203,1206,37,62
20220203,1207,4,16
20220203,1208,296,241
20220203,1210,9915,10782
20220203,1220,384,411
20220203,1230,247,201
20220203,1240,111,112
20220203,1250,4796,4420
20220203,2110,18,21
20220203,2120,40,45
20220203,2130,598,453
20220203,2140,10,23
20220203,2150,623,586
20220203,2160,53,36
20220203,2170,801,537
20220203,2180,1313,961
20220203,2190,280,279
20220203,2200,3869,3309
20220203,2210,69,53
20220203,2220,1202,989
20220203,2230,2355,2391
20220203,2240,354,323
20220203,2250,551,472
20220203,2260,897,248
20220203,3140,160,185
20220203,3150,624,574
20220203,3160,3277,2821
20220203,3170,69,86
20220203,3180,707,600
20220203,3190,560,484
20220203,3210,667,604
20220203,3220,1873,1847
20220203,3230,7892,7221
20220203,3240,584,577
20220203,3250,1933,1880
20220203,3260,389,378
20220203,3270,1123,1186
20220203,3280,1466,1624
20220203,3290,905,992
20220203,3300,22622,23794
20220203,3310,804,1043
20220203,3320,1575,1665
20220203,3330,768,783
20220203,3340,5348,6196
20220203,3350,394,1046
20220203,3360,13612,12481
20220203,3370,978,930
20220203,3380,758,694
20220203,3390,6750,5467
20220203,3400,352,297
20220203,3410,760,650
20220203,3420,2329,1803
20220203,3430,1110,911
20220203,3431,27,7
20220203,3432,176,109
20220203,3433,15,11
20220203,3434,472,461
20220203,3435,117,151
20220203,3436,227,236
20220203,3450,907,598
20220203,3460,175,195
20220203,3470,6150,4881
20220203,3480,2219,1589
20220203,3490,128,103
20220203,4050,1219,1030
20220203,4060,1282,1007
20220203,4070,401,465
20220203,4080,10666,8914
20220203,4090,579,566
20220203,4100,158,123
20220203,4110,537,380
20220203,4120,5169,4105
20220203,4130,317,283
20220203,4140,495,457
20220203,4150,1091,1004
20220203,4160,107,111
20220203,4170,2267,2066
20220203,4180,514,526
20220203,4190,1302,1323
20220203,4200,2064,2357
20220203,4210,1459,1600
20220203,4220,20453,22170
20220203,4250,1274,1328
20220203,4260,681,644
20220203,4270,253,269
20220203,4271,133,150
20220203,4272,2318,2109
20220203,4290,673,651
20220203,4300,1114,1107
20220203,4310,2497,2317
20220203,4320,822,853
20220203,4330,1575,1713
20220203,4340,9681,12347
20220203,4350,656,729
20220203,4360,591,562
20220203,4370,873,881
20220203,4380,278,244
20220203,4390,345,378
20220203,4400,11228,12514
20220203,4410,543,512
20220203,4420,794,823
20220203,4430,893,839
20220203,4440,4422,4427
20220203,4450,424,377
20220203,4460,961,817
20220203,4470,79,96
20220203,5000,10589,8945
20220203,5010,137,148
20220203,5020,175,162
20220203,5030,654,445
20220203,5040,301,265
20220203,5050,4163,3352
20220203,5060,40,40
20220203,5070,463,310
20220203,5080,24,39
20220203,5090,540,392
20220203,5100,186,121
20220203,5110,76,109
20220203,5120,1385,1287
20220203,5130,127,3
20220203,5160,4,19
20220203,5190,359,226
20220203,5200,70,33
20220203,5210,437,406
20220203,5220,320,249
20220203,5230,777,688
20220203,5240,16,13
20220203,6000,8827,7666
20220203,6010,1,8
20220203,6020,427,248
20220203,6030,53,26
20220203,6040,5,8
20220203,6050,1055,618
20220203,6060,3,4
20220203,6070,1397,1042
20220203,6080,412,191
20220203,6090,9,4
20220203,6100,42,15
20220203,6110,3072,1734
20220203,6120,5,3
20220203,6130,1154,690
20220203,6140,84,32
20220203,6150,8,9
20220203,6160,909,617
20220203,6170,45,34
20220203,6180,627,385
20220203,6190,16,11
20220203,6200,71,73
20220203,6210,64,38
20220203,6220,464,345
20220203,6230,2,11
20220203,6240,168,182
20220203,6250,518,609
20220203,7000,17519,14215
20220203,7010,108,92
20220203,7020,0,3
20220203,7030,504,388
20220203,7040,24,24
20220203,7050,11,10
20220203,7060,585,582
20220203,7070,8,8
20220203,7080,10,2
20220203,7090,622,493
20220203,7100,132,111
20220203,7110,6,4
20220203,7120,373,331
20220203,7130,507,540
20220203,7140,19,17
20220203,7150,313,307
20220203,7160,4538,4403
20220203,7170,20,20
20220203,7180,77,73
20220203,7190,3753,3598
20220203,7200,73,79
20220203,7210,1611,1579
20220203,7220,41,37
20220203,7230,844,729
20220203,7240,37,44
20220203,7250,57,59
20220203,7260,213,144
20220203,7270,244,241
20220203,7280,19,16
20220203,7290,468,460
20220203,7300,126,60
20220203,7310,577,441
20220203,7320,86,92
20220203,7330,64,57
20220203,7331,14,11
20220203,7332,272,295
20220203,7333,6,5
20220203,7334,10,18
20220203,7335,186,169
20220203,7336,160,133
20220203,7350,279,263
20220203,7360,2090,2079
20220203,7361,30,52
20220203,7362,83,110
20220203,7380,345,314
20220203,7390,222,223
20220204,0900,4794,4520
20220204,0910,821,913
20220204,0920,1171,1171
20220204,0930,2876,3178
20220204,0940,1163,1078
20220204,0950,973,859
20220204,0960,4863,5344
20220204,0970,3138,3492
20220204,0980,6098,6331
20220204,0990,6738,9738
20220204,1000,29600,42910
20220204,1010,2120,2175
20220204,1020,13638,19939
20220204,1030,1147,1137
20220204,1040,8187,11170
20220204,1050,571,641
20220204,1060,849,954
20220204,1070,4114,4132
20220204,1080,12327,14293
20220204,1090,3326,3588
20220204,1100,10710,11547
20220204,1110,2122,2091
20220204,1120,1898,1830
20220204,1130,839,803
20220204,1140,41,60
20220204,1150,302,294
20220204,1160,1854,1735
20220204,1170,2691,2732
20220204,1180,2347,2426
20220204,1190,773,819
20220204,1191,115,154
20220204,1192,638,1042
20220204,1193,302,420
20220204,1194,2034,1331
20220204,1201,20,22
20220204,1202,62,66
20220204,1203,234,209
20220204,1204,46,45
20220204,1205,24,24
20220204,1206,115,185
20220204,1207,20,36
20220204,1208,609,504
20220204,1210,11583,12936
20220204,1220,455,485
20220204,1230,338,320
20220204,1240,137,114
20220204,1250,5245,4739
20220204,2110,15,25
20220204,2120,47,49
20220204,2130,573,455
20220204,2140,10,15
20220204,2150,703,629
20220204,2160,46,46
20220204,2170,865,530
20220204,2180,1411,998
20220204,2190,318,286
20220204,2200,4190,3438
20220204,2210,110,91
20220204,2220,1301,1034
20220204,2230,2516,2414
20220204,2240,373,331
20220204,2250,592,517
20220204,2260,965,254
20220204,3140,174,158
20220204,3150,611,624
20220204,3160,3809,3102
20220204,3170,57,76
20220204,3180,774,678
20220204,3190,762,657
20220204,3210,796,790
20220204,3220,2301,2208
20220204,3230,8116,7184
20220204,3240,637,518
20220204,3250,2085,1993
20220204,3260,442,418
20220204,3270,1596,1565
20220204,3280,1761,1826
20220204,3290,1110,1126
20220204,3300,23645,24785
20220204,3310,1010,1163
20220204,3320,1923,1978
20220204,3330,763,774
20220204,3340,5420,6760
20220204,3350,468,1148
20220204,3360,13931,12736
20220204,3370,1106,941
20220204,3380,780,737
20220204,3390,7333,5998
20220204,3400,394,360
20220204,3410,814,680
20220204,3420,2535,1985
20220204,3430,1212,997
20220204,3431,18,29
20220204,3432,151,136
20220204,3433,8,13
20220204,3434,605,506
20220204,3435,82,110
20220204,3436,324,335
20220204,3450,896,643
20220204,3460,153,193
20220204,3470,6071,4643
20220204,3480,2276,1657
20220204,3490,123,144
20220204,4050,1330,1034
20220204,4060,1410,1150
20220204,4070,660,625
20220204,4080,10993,9053
20220204,4090,657,519
20220204,4100,200,124
20220204,4110,505,437
20220204,4120,4800,3799
20220204,4130,364,332
20220204,4140,513,465
20220204,4150,950,879
20220204,4160,118,106
20220204,4170,2292,2222
20220204,4180,523,563
20220204,4190,1289,1345
20220204,4200,1902,2188
20220204,4210,1742,1781
20220204,4220,21114,22343
20220204,4250,1249,1236
20220204,4260,601,592
20220204,4270,219,244
20220204,4271,151,147
20220204,4272,2082,2276
20220204,4290,626,627
20220204,4300,1081,1069
20220204,4310,2222,2151
20220204,4320,791,851
20220204,4330,1486,1509
20220204,4340,8861,13426
20220204,4350,637,633
20220204,4360,553,516
20220204,4370,918,967
20220204,4380,272,245
20220204,4390,415,398
20220204,4400,10975,12259
20220204,4410,557,517
20220204,4420,783,765
20220204,4430,836,766
20220204,4440,4269,4172
20220204,4450,425,386
20220204,4460,871,784
20220204,4470,56,65
20220204,5000,10941,8713
20220204,5010,154,161
20220204,5020,158,121
20220204,5030,705,490
20220204,5040,330,302
20220204,5050,4451,3096
20220204,5060,27,32
20220204,5070,487,314
20220204,5080,27,14
20220204,5090,552,333
20220204,5100,153,103
20220204,5110,73,62
20220204,5120,1582,1109
20220204,5130,10,2
20220204,5140,0,2
20220204,5160,0,8
20220204,5190,439,195
20220204,5200,87,44
20220204,5210,498,388
20220204,5220,322,256
20220204,5230,1025,675
20220204,5240,8,4
20220204,6000,10763,5896
20220204,6010,16,8
20220204,6020,446,138
20220204,6030,29,18
20220204,6040,3,1
20220204,6050,1098,448
20220204,6060,4,3
20220204,6070,1465,858
20220204,6080,422,169
20220204,6090,11,9
20220204,6100,16,6
20220204,6110,3144,1208
20220204,6120,0,4
20220204,6130,1389,549
20220204,6140,71,35
20220204,6150,5,2
20220204,6160,952,441
20220204,6170,41,32
20220204,6180,666,340
20220204,6190,21,15
20220204,6200,55,26
20220204,6210,46,16
20220204,6220,444,297
20220204,6230,1,2
20220204,6240,180,186
20220204,6250,562,531
20220204,7000,20472,12205
20220204,7010,112,84
20220204,7020,8,5
20220204,7030,624,386
20220204,7040,19,14
20220204,7050,17,14
20220204,7060,620,592
20220204,7070,12,7
20220204,7080,3,3
20220204,7090,636,531
20220204,7100,118,123
20220204,7110,7,10
20220204,7120,332,277
20220204,7130,479,432
20220204,7140,11,18
20220204,7150,399,350
20220204,7160,4757,4440
20220204,7170,19,20
20220204,7180,77,78
20220204,7190,3750,3426
20220204,7200,87,66
20220204,7210,1596,1542
20220204,7220,54,63
20220204,7230,766,622
20220204,7240,62,72
20220204,7250,73,58
20220204,7260,139,142
20220204,7270,291,255
20220204,7280,28,22
20220204,7290,443,369
20220204,7300,109,76
20220204,7310,499,390
20220204,7320,84,95
20220204,7330,38,42
20220204,7331,16,13
20220204,7332,315,312
20220204,7333,5,5
20220204,7334,9,12
20220204,7335,197,225
20220204,7336,244,200
20220204,7350,318,283
20220204,7360,2219,2267
20220204,7361,51,79
20220204,7362,82,106
20220204,7380,380,351
20220204,7390,213,214
20220205,0900,5408,5232
20220205,0910,867,944
20220205,0920,1161,1268
20220205,0930,3073,3349
20220205,0940,1208,1186
20220205,0950,1031,900
20220205,0960,5516,6210
20220205,0970,3635,3850
20220205,0980,6649,6615
20220205,0990,7572,10914
20220205,1000,31023,45873
20220205,1010,2358,2468
20220205,1020,14099,20258
20220205,1030,1296,1329
20220205,1040,8311,11206
20220205,1050,657,725
20220205,1060,1005,1045
20220205,1070,4575,4598
20220205,1080,13193,15580
20220205,1090,3676,3718
20220205,1100,11820,12722
20220205,1110,2441,2339
20220205,1120,1963,1958
20220205,1130,911,792
20220205,1140,42,51
20220205,1150,293,286
20220205,1160,1813,1734
20220205,1170,2623,2828
20220205,1180,2297,2419
20220205,1190,842,1061
20220205,1191,143,176
20220205,1192,618,1411
20220205,1193,369,613
20220205,1194,2668,1299
20220205,1201,21,26
20220205,1202,89,88
20220205,1203,454,395
20220205,1204,84,77
20220205,1205,42,50
20220205,1206,144,178
20220205,1207,8,15
20220205,1208,764,698
20220205,1210,12054,14064
20220205,1220,478,521
20220205,1230,312,324
20220205,1240,144,168
20220205,1250,5165,4878
20220205,2110,18,30
20220205,2120,64,46
20220205,2130,489,425
20220205,2140,20,25
20220205,2150,600,578
20220205,2160,48,40
20220205,2170,751,495
20220205,2180,1325,919
20220205,2190,263,257
20220205,2200,3642,2995
20220205,2210,74,64
20220205,2220,1320,918
20220205,2230,2546,2185
20220205,2240,353,336
20220205,2250,542,435
20220205,2260,557,188
20220205,3140,175,176
20220205,3150,676,606
20220205,3160,3622,3039
20220205,3170,62,78
20220205,3180,874,763
20220205,3190,662,599
20220205,3210,723,676
20220205,3220,1966,1990
20220205,3230,8072,6782
20220205,3240,626,613
20220205,3250,1846,1729
20220205,3260,415,353
20220205,3270,1475,1448
20220205,3280,1919,1884
20220205,3290,1014,1073
20220205,3300,22869,23955
20220205,3310,1092,1219
20220205,3320,1781,1854
20220205,3330,705,732
20220205,3340,4981,6366
20220205,3350,463,819
20220205,3360,12750,11232
20220205,3370,1024,841
20220205,3380,686,589
20220205,3390,6824,5310
20220205,3400,331,309
20220205,3410,783,677
20220205,3420,2322,1709
20220205,3430,1020,878
20220205,3431,12,11
20220205,3432,107,115
20220205,3433,8,12
20220205,3434,588,418
20220205,3435,89,104
20220205,3436,272,315
20220205,3450,785,555
20220205,3460,158,139
20220205,3470,5420,4272
20220205,3480,2090,1395
20220205,3490,113,109
20220205,4050,1169,907
20220205,4060,1354,1092
20220205,4070,450,442
20220205,4080,10143,7856
20220205,4090,609,535
20220205,4100,174,126
20220205,4110,435,365
20220205,4120,4489,3539
20220205,4130,304,268
20220205,4140,502,401
20220205,4150,895,803
20220205,4160,93,87
20220205,4170,2127,2085
20220205,4180,504,623
20220205,4190,1261,1457
20220205,4200,1826,2019
20220205,4210,1514,1674
20220205,4220,19894,20326
20220205,4250,1074,1067
20220205,4260,621,611
20220205,4270,233,259
20220205,4271,148,167
20220205,4272,1812,2631
20220205,4290,591,463
20220205,4300,1033,1031
20220205,4310,1889,1898
20220205,4320,742,799
20220205,4330,1409,1425
20220205,4340,8239,13374
20220205,4350,649,630
20220205,4360,557,518
20220205,4370,834,889
20220205,4380,272,238
20220205,4390,388,362
20220205,4400,10193,11157
20220205,4410,521,522
20220205,4420,780,765
20220205,4430,799,748
20220205,4440,4048,3895
20220205,4450,418,362
20220205,4460,947,796
20220205,4470,70,89
20220205,5000,10271,7705
20220205,5010,127,119
20220205,5020,185,163
20220205,5030,630,442
20220205,5040,279,213
20220205,5050,4160,2648
20220205,5060,23,31
20220205,5070,370,248
20220205,5080,16,14
